ID,Delay
317,No Delay
318,Short Delay
319,Short Delay
320,No Delay
321,Short Delay
322,Short Delay
323,No Delay
324,No Delay
325,No Delay
326,No Delay
327,No Delay
328,No Delay
329,No Delay
330,No Delay
331,Short Delay
332,No Delay
333,Moderate Delay
334,No Delay
335,No Delay
336,Short Delay
337,No Delay
338,No Delay
339,No Delay
340,Short Delay
341,Short Delay
342,No Delay
343,No Delay
344,Short Delay
345,Short Delay
346,Short Delay
347,No Delay
348,No Delay
349,No Delay
350,No Delay
351,Short Delay
352,Short Delay
353,No Delay
354,No Delay
355,Short Delay
356,No Delay
357,Short Delay
358,No Delay
359,No Delay
360,No Delay
361,Short Delay
362,No Delay
363,Short Delay
364,No Delay
365,Short Delay
366,Short Delay
367,No Delay
368,Short Delay
369,Short Delay
370,Short Delay
371,Short Delay
372,No Delay
373,Short Delay
374,No Delay
375,Short Delay
376,Short Delay
377,No Delay
378,Short Delay
379,Short Delay
380,No Delay
381,No Delay
382,Short Delay
383,Short Delay
384,Short Delay
385,Short Delay
386,Short Delay
387,No Delay
388,No Delay
389,No Delay
390,Short Delay
391,Short Delay
392,Short Delay
393,No Delay
394,No Delay
395,No Delay
396,No Delay
397,No Delay
398,Short Delay
399,No Delay
400,Short Delay
401,Short Delay
402,No Delay
403,No Delay
404,No Delay
405,No Delay
406,Short Delay
407,No Delay
408,Short Delay
409,Short Delay
410,Short Delay
411,Short Delay
412,No Delay
413,No Delay
414,No Delay
415,No Delay
416,Short Delay
417,Moderate Delay
418,Short Delay
419,No Delay
420,Short Delay
421,No Delay
422,No Delay
423,No Delay
424,Short Delay
425,Short Delay
426,Short Delay
427,Short Delay
428,No Delay
429,No Delay
430,Short Delay
431,No Delay
432,No Delay
433,No Delay
434,No Delay
435,No Delay
436,Moderate Delay
437,Short Delay
438,No Delay
439,Short Delay
440,No Delay
441,No Delay
442,Moderate Delay
443,No Delay
444,No Delay
445,No Delay
446,No Delay
447,No Delay
448,Short Delay
449,Short Delay
450,No Delay
451,No Delay
452,No Delay
453,Short Delay
454,Short Delay
455,Short Delay
456,Short Delay
457,No Delay
458,Short Delay
459,Short Delay
460,No Delay
461,No Delay
462,No Delay
463,No Delay
464,No Delay
465,Short Delay
466,Short Delay
467,Short Delay
468,No Delay
469,No Delay
470,No Delay
471,Short Delay
472,No Delay
473,No Delay
474,No Delay
475,No Delay
476,No Delay
477,No Delay
478,No Delay
479,No Delay
480,Short Delay
481,Short Delay
482,No Delay
483,No Delay
484,No Delay
485,Short Delay
486,No Delay
487,No Delay
488,No Delay
489,No Delay
490,No Delay
491,Moderate Delay
492,No Delay
493,Short Delay
494,No Delay
495,No Delay
496,Short Delay
497,No Delay
498,No Delay
499,No Delay
500,No Delay
501,No Delay
502,Short Delay
503,No Delay
504,No Delay
505,Short Delay
506,No Delay
507,No Delay
508,No Delay
509,No Delay
510,Short Delay
511,No Delay
512,No Delay
513,No Delay
514,Short Delay
515,No Delay
516,No Delay
517,No Delay
518,Short Delay
519,No Delay
520,No Delay
521,Moderate Delay
522,Moderate Delay
523,No Delay
524,No Delay
525,No Delay
526,No Delay
527,Short Delay
528,No Delay
529,Short Delay
530,No Delay
531,No Delay
532,No Delay
533,No Delay
534,No Delay
535,Short Delay
536,No Delay
537,No Delay
538,No Delay
539,Moderate Delay
540,No Delay
541,Short Delay
542,No Delay
543,No Delay
544,Short Delay
545,No Delay
546,Short Delay
547,No Delay
548,No Delay
549,No Delay
550,No Delay
551,No Delay
552,No Delay
553,No Delay
554,Short Delay
555,No Delay
556,No Delay
557,No Delay
558,No Delay
559,No Delay
560,Short Delay
561,Short Delay
562,No Delay
563,No Delay
564,No Delay
565,No Delay
566,No Delay
567,No Delay
568,Short Delay
569,Short Delay
570,Short Delay
571,Short Delay
572,No Delay
573,No Delay
574,No Delay
575,No Delay
576,Short Delay
577,No Delay
578,No Delay
579,No Delay
580,Short Delay
581,No Delay
582,Short Delay
583,Short Delay
584,No Delay
585,Short Delay
586,Short Delay
587,No Delay
588,No Delay
589,No Delay
590,No Delay
591,No Delay
592,No Delay
593,No Delay
594,No Delay
595,No Delay
596,Short Delay
597,No Delay
598,Short Delay
599,No Delay
600,No Delay
601,No Delay
602,No Delay
603,No Delay
604,Short Delay
605,No Delay
606,No Delay
607,Short Delay
608,Short Delay
609,No Delay
610,No Delay
611,No Delay
612,No Delay
613,No Delay
614,No Delay
615,No Delay
616,No Delay
617,No Delay
618,Short Delay
619,Short Delay
620,No Delay
621,Moderate Delay
622,Short Delay
623,No Delay
624,No Delay
625,Short Delay
626,No Delay
627,No Delay
628,No Delay
629,Moderate Delay
630,No Delay
631,No Delay
632,No Delay
633,No Delay
634,Short Delay
635,No Delay
636,Short Delay
637,Short Delay
638,Short Delay
639,Moderate Delay
640,No Delay
641,Short Delay
642,No Delay
643,Short Delay
644,No Delay
645,No Delay
646,No Delay
647,Short Delay
648,No Delay
649,Short Delay
650,Moderate Delay
651,No Delay
652,Short Delay
653,No Delay
654,No Delay
655,No Delay
656,No Delay
657,No Delay
658,Short Delay
659,Short Delay
660,No Delay
661,No Delay
662,Short Delay
663,No Delay
664,No Delay
665,No Delay
666,No Delay
667,No Delay
668,No Delay
669,No Delay
670,No Delay
671,Short Delay
672,Short Delay
673,Short Delay
674,Short Delay
675,Short Delay
676,Short Delay
677,Short Delay
678,Short Delay
679,Short Delay
680,No Delay
681,No Delay
682,Short Delay
683,Short Delay
684,No Delay
685,Short Delay
686,Short Delay
687,No Delay
688,Short Delay
689,No Delay
690,No Delay
691,Short Delay
692,No Delay
693,Short Delay
694,No Delay
695,No Delay
696,Short Delay
697,No Delay
698,No Delay
699,No Delay
700,Long Delay
701,Moderate Delay
702,No Delay
703,Short Delay
704,Short Delay
705,Short Delay
706,Short Delay
707,Short Delay
708,No Delay
709,No Delay
710,Short Delay
711,No Delay
712,No Delay
713,Short Delay
714,No Delay
715,No Delay
716,Short Delay
717,Short Delay
718,Short Delay
719,Short Delay
720,Short Delay
721,No Delay
722,Short Delay
723,Short Delay
724,No Delay
725,No Delay
726,No Delay
727,No Delay
728,No Delay
729,No Delay
730,No Delay
731,No Delay
732,No Delay
733,No Delay
734,Short Delay
735,No Delay
736,No Delay
737,Short Delay
738,No Delay
739,Moderate Delay
740,No Delay
741,No Delay
742,Short Delay
743,No Delay
744,No Delay
745,No Delay
746,No Delay
747,No Delay
748,No Delay
749,Short Delay
750,No Delay
751,No Delay
752,Short Delay
753,No Delay
754,No Delay
755,Short Delay
756,No Delay
757,No Delay
758,No Delay
759,No Delay
760,Short Delay
761,Short Delay
762,Moderate Delay
763,No Delay
764,No Delay
765,Short Delay
766,No Delay
767,No Delay
768,No Delay
769,No Delay
770,Short Delay
771,No Delay
772,No Delay
773,No Delay
774,Short Delay
775,No Delay
776,No Delay
777,No Delay
778,Short Delay
779,No Delay
780,Short Delay
781,Short Delay
782,Short Delay
783,Short Delay
784,No Delay
785,Short Delay
786,Short Delay
787,Short Delay
788,Short Delay
789,Short Delay
790,No Delay
791,No Delay
792,Short Delay
793,Short Delay
794,Short Delay
795,No Delay
796,No Delay
797,No Delay
798,Short Delay
799,Short Delay
800,Short Delay
801,No Delay
802,No Delay
803,No Delay
804,Short Delay
805,Short Delay
806,Short Delay
807,No Delay
808,No Delay
809,No Delay
810,No Delay
811,No Delay
812,No Delay
813,Short Delay
814,Short Delay
815,Short Delay
816,No Delay
817,No Delay
818,No Delay
819,No Delay
820,Short Delay
821,Short Delay
822,No Delay
823,No Delay
824,No Delay
825,No Delay
826,No Delay
827,No Delay
828,Moderate Delay
829,No Delay
830,Short Delay
831,No Delay
832,Short Delay
833,Short Delay
834,No Delay
835,Short Delay
836,Short Delay
837,Short Delay
838,Moderate Delay
839,No Delay
840,No Delay
841,Short Delay
842,No Delay
843,Short Delay
844,Short Delay
845,No Delay
846,No Delay
847,No Delay
848,No Delay
849,No Delay
850,No Delay
851,Short Delay
852,No Delay
853,Short Delay
854,No Delay
855,Short Delay
856,No Delay
857,Short Delay
858,Short Delay
859,Short Delay
860,No Delay
861,No Delay
862,No Delay
863,Short Delay
864,No Delay
865,Short Delay
866,Short Delay
867,No Delay
868,No Delay
869,Short Delay
870,Short Delay
871,No Delay
872,No Delay
873,Short Delay
874,No Delay
875,No Delay
876,No Delay
877,No Delay
878,No Delay
879,No Delay
880,No Delay
881,No Delay
882,No Delay
883,Short Delay
884,No Delay
885,Short Delay
886,Moderate Delay
887,No Delay
888,Short Delay
889,Short Delay
890,No Delay
891,No Delay
892,No Delay
893,No Delay
894,Short Delay
895,Short Delay
896,No Delay
897,No Delay
898,Short Delay
899,No Delay
900,Short Delay
901,No Delay
902,No Delay
903,Short Delay
904,No Delay
905,No Delay
906,Moderate Delay
907,No Delay
908,No Delay
909,Moderate Delay
910,No Delay
911,Short Delay
912,No Delay
913,No Delay
914,Short Delay
915,No Delay
916,No Delay
917,Short Delay
918,No Delay
919,No Delay
920,Short Delay
921,No Delay
922,No Delay
923,Long Delay
924,No Delay
925,No Delay
926,Short Delay
927,No Delay
928,Moderate Delay
929,No Delay
930,No Delay
931,Short Delay
932,Short Delay
933,Short Delay
934,No Delay
935,No Delay
936,No Delay
937,Short Delay
938,No Delay
939,No Delay
940,Short Delay
941,Short Delay
942,Short Delay
943,No Delay
944,Short Delay
945,Short Delay
946,No Delay
947,No Delay
948,Short Delay
949,No Delay
950,Short Delay
951,No Delay
952,No Delay
953,No Delay
954,Short Delay
955,No Delay
956,Short Delay
957,No Delay
958,Moderate Delay
959,No Delay
960,Short Delay
961,Short Delay
962,No Delay
963,Short Delay
964,No Delay
965,Short Delay
966,Short Delay
967,Short Delay
968,Short Delay
969,Short Delay
970,No Delay
971,No Delay
972,No Delay
973,Short Delay
974,Short Delay
975,No Delay
976,Short Delay
977,No Delay
978,Short Delay
979,No Delay
980,Short Delay
981,No Delay
982,No Delay
983,Short Delay
984,Short Delay
985,Short Delay
986,No Delay
987,No Delay
988,No Delay
989,No Delay
990,No Delay
991,Short Delay
992,Short Delay
993,Moderate Delay
994,No Delay
995,Short Delay
996,Short Delay
997,No Delay
998,Short Delay
999,No Delay
1000,No Delay
1001,Short Delay
1002,Short Delay
1003,No Delay
1004,No Delay
1005,Short Delay
1006,No Delay
1007,Short Delay
1008,No Delay
1009,No Delay
1010,No Delay
1011,No Delay
1012,No Delay
1013,No Delay
1014,Short Delay
1015,No Delay
1016,No Delay
1017,No Delay
1018,Short Delay
1019,No Delay
1020,No Delay
1021,No Delay
1022,No Delay
1023,No Delay
1024,No Delay
1025,No Delay
1026,Short Delay
1027,No Delay
1028,Short Delay
1029,No Delay
1030,Short Delay
1031,No Delay
1032,No Delay
1033,No Delay
1034,No Delay
1035,No Delay
1036,Short Delay
1037,No Delay
1038,No Delay
1039,No Delay
1040,No Delay
1041,No Delay
1042,Short Delay
1043,No Delay
1044,Short Delay
1045,Moderate Delay
1046,No Delay
1047,No Delay
1048,Short Delay
1049,No Delay
1050,No Delay
1051,Short Delay
1052,No Delay
1053,No Delay
1054,No Delay
1055,Moderate Delay
1056,No Delay
1057,Short Delay
1058,Short Delay
1059,No Delay
1060,No Delay
1061,No Delay
1062,Short Delay
1063,Short Delay
1064,No Delay
1065,No Delay
1066,Short Delay
1067,No Delay
1068,Short Delay
1069,Short Delay
1070,Short Delay
1071,No Delay
1072,Short Delay
1073,Short Delay
1074,Short Delay
1075,No Delay
1076,Short Delay
1077,No Delay
1078,No Delay
1079,Short Delay
1080,No Delay
1081,No Delay
1082,Short Delay
1083,No Delay
1084,Short Delay
1085,Short Delay
1086,Short Delay
1087,No Delay
1088,Short Delay
1089,Moderate Delay
1090,Short Delay
1091,No Delay
1092,Short Delay
1093,No Delay
1094,No Delay
1095,No Delay
1096,Short Delay
1097,No Delay
1098,Short Delay
1099,No Delay
1100,No Delay
1101,No Delay
1102,Short Delay
1103,No Delay
1104,No Delay
1105,No Delay
1106,Moderate Delay
1107,Moderate Delay
1108,No Delay
1109,Short Delay
1110,Short Delay
1111,No Delay
1112,No Delay
1113,No Delay
1114,No Delay
1115,No Delay
1116,No Delay
1117,Short Delay
1118,No Delay
1119,Short Delay
1120,No Delay
1121,No Delay
1122,Short Delay
1123,No Delay
1124,No Delay
1125,No Delay
1126,Short Delay
1127,Short Delay
1128,Short Delay
1129,No Delay
1130,No Delay
1131,Short Delay
1132,Short Delay
1133,Short Delay
1134,No Delay
1135,Short Delay
1136,No Delay
1137,No Delay
1138,Short Delay
1139,Short Delay
1140,Short Delay
1141,No Delay
1142,Short Delay
1143,No Delay
1144,Short Delay
1145,No Delay
1146,Short Delay
1147,No Delay
1148,Short Delay
1149,No Delay
1150,Short Delay
1151,Short Delay
1152,No Delay
1153,Short Delay
1154,Short Delay
1155,Short Delay
1156,No Delay
1157,Short Delay
1158,No Delay
1159,Short Delay
1160,No Delay
1161,Short Delay
1162,No Delay
1163,Short Delay
1164,Short Delay
1165,No Delay
1166,Short Delay
1167,No Delay
1168,No Delay
1169,No Delay
1170,No Delay
1171,No Delay
1172,No Delay
1173,No Delay
1174,Short Delay
1175,Short Delay
1176,Short Delay
1177,No Delay
1178,No Delay
1179,No Delay
1180,No Delay
1181,No Delay
1182,No Delay
1183,Short Delay
1184,Short Delay
1185,Short Delay
1186,Short Delay
1187,Short Delay
1188,Short Delay
1189,No Delay
1190,Short Delay
1191,Short Delay
1192,No Delay
1193,No Delay
1194,Short Delay
1195,No Delay
1196,Short Delay
1197,Short Delay
1198,Short Delay
1199,No Delay
1200,No Delay
1201,No Delay
1202,Short Delay
1203,Short Delay
1204,No Delay
1205,No Delay
1206,Short Delay
1207,No Delay
1208,Short Delay
1209,No Delay
1210,Short Delay
1211,No Delay
1212,No Delay
1213,Short Delay
1214,Short Delay
1215,No Delay
1216,Moderate Delay
1217,No Delay
1218,Short Delay
1219,No Delay
1220,Short Delay
1221,No Delay
1222,No Delay
1223,No Delay
1224,No Delay
1225,Short Delay
1226,No Delay
1227,No Delay
1228,No Delay
1229,Short Delay
1230,No Delay
1231,Short Delay
1232,Short Delay
1233,No Delay
1234,Short Delay
1235,No Delay
1236,Short Delay
1237,Short Delay
1238,Short Delay
1239,No Delay
1240,No Delay
1241,Short Delay
1242,No Delay
1243,Short Delay
1244,No Delay
1245,No Delay
1246,No Delay
1247,No Delay
1248,No Delay
1249,Short Delay
1250,No Delay
1251,Short Delay
1252,No Delay
1253,Short Delay
1254,No Delay
1255,No Delay
1256,Short Delay
1257,Short Delay
1258,Short Delay
1259,No Delay
1260,Short Delay
1261,Short Delay
1262,Short Delay
1263,No Delay
1264,Short Delay
1265,Short Delay
1266,Short Delay
1267,Short Delay
1268,Short Delay
1269,No Delay
1270,Short Delay
1271,Short Delay
1272,Short Delay
1273,No Delay
1274,Short Delay
1275,No Delay
1276,No Delay
1277,Short Delay
1278,Short Delay
1279,No Delay
1280,No Delay
1281,Moderate Delay
1282,Short Delay
1283,Short Delay
1284,Short Delay
1285,No Delay
1286,No Delay
1287,No Delay
1288,No Delay
1289,Short Delay
1290,Short Delay
1291,No Delay
1292,No Delay
1293,No Delay
1294,No Delay
1295,Short Delay
1296,Short Delay
1297,Short Delay
1298,Short Delay
1299,Short Delay
1300,Short Delay
1301,Short Delay
1302,Short Delay
1303,Short Delay
1304,No Delay
1305,Short Delay
1306,No Delay
1307,No Delay
1308,No Delay
1309,No Delay
1310,Short Delay
1311,No Delay
1312,Short Delay
1313,Short Delay
1314,No Delay
1315,Moderate Delay
1316,No Delay
1317,Short Delay
1318,Short Delay
1319,No Delay
1320,Short Delay
1321,No Delay
1322,No Delay
1323,No Delay
1324,No Delay
1325,No Delay
1326,Short Delay
1327,Short Delay
1328,No Delay
1329,Short Delay
1330,Short Delay
1331,No Delay
1332,Short Delay
1333,Short Delay
1334,Short Delay
1335,Short Delay
1336,Short Delay
1337,Short Delay
1338,No Delay
1339,Short Delay
1340,No Delay
1341,No Delay
1342,Short Delay
1343,Short Delay
1344,No Delay
1345,Short Delay
1346,No Delay
1347,No Delay
1348,Short Delay
1349,No Delay
1350,Short Delay
1351,No Delay
1352,Short Delay
1353,No Delay
1354,Short Delay
1355,Short Delay
1356,Short Delay
1357,Short Delay
1358,No Delay
1359,Short Delay
1360,Short Delay
1361,Short Delay
1362,No Delay
1363,No Delay
1364,Short Delay
1365,No Delay
1366,Short Delay
1367,Short Delay
1368,No Delay
1369,No Delay
1370,No Delay
1371,Short Delay
1372,Short Delay
1373,No Delay
1374,No Delay
1375,Short Delay
1376,No Delay
1377,No Delay
1378,Short Delay
1379,Short Delay
1380,No Delay
1381,Short Delay
1382,Short Delay
1383,Short Delay
1384,No Delay
1385,Short Delay
1386,Short Delay
1387,No Delay
1388,No Delay
1389,No Delay
1390,Short Delay
1391,Short Delay
1392,No Delay
1393,Short Delay
1394,Short Delay
1395,No Delay
1396,Short Delay
1397,No Delay
1398,No Delay
1399,No Delay
1400,No Delay
1401,Short Delay
1402,Short Delay
1403,Short Delay
1404,No Delay
1405,Short Delay
1406,No Delay
1407,Short Delay
1408,Short Delay
1409,Short Delay
1410,Short Delay
1411,Short Delay
1412,No Delay
1413,No Delay
1414,No Delay
1415,No Delay
1416,Short Delay
1417,Short Delay
1418,No Delay
1419,Moderate Delay
1420,Short Delay
1421,Short Delay
1422,Short Delay
1423,Short Delay
1424,Short Delay
1425,No Delay
1426,Short Delay
1427,No Delay
1428,No Delay
1429,No Delay
1430,No Delay
1431,Short Delay
1432,Short Delay
1433,Short Delay
1434,No Delay
1435,Short Delay
1436,Short Delay
1437,No Delay
1438,Short Delay
1439,Short Delay
1440,No Delay
1441,No Delay
1442,Short Delay
1443,No Delay
1444,Short Delay
1445,No Delay
1446,No Delay
1447,No Delay
1448,No Delay
1449,Short Delay
1450,Short Delay
1451,No Delay
1452,No Delay
1453,No Delay
1454,Short Delay
1455,Short Delay
1456,No Delay
1457,Short Delay
1458,Short Delay
1459,No Delay
1460,Short Delay
1461,No Delay
1462,No Delay
1463,Short Delay
1464,No Delay
1465,No Delay
1466,No Delay
1467,No Delay
1468,Short Delay
1469,No Delay
1470,Short Delay
1471,Moderate Delay
1472,Short Delay
1473,No Delay
1474,Short Delay
1475,No Delay
1476,No Delay
1477,No Delay
1478,No Delay
1479,Short Delay
1480,No Delay
1481,Short Delay
1482,Short Delay
1483,Short Delay
1484,Short Delay
1485,Short Delay
1486,Short Delay
1487,No Delay
1488,No Delay
1489,No Delay
1490,Short Delay
1491,No Delay
1492,Short Delay
1493,Short Delay
1494,Short Delay
1495,Short Delay
1496,No Delay
1497,No Delay
1498,No Delay
1499,No Delay
1500,Short Delay
1501,No Delay
1502,No Delay
1503,No Delay
1504,No Delay
1505,Short Delay
1506,Short Delay
1507,No Delay
1508,Short Delay
1509,No Delay
1510,Short Delay
1511,Short Delay
1512,Short Delay
1513,No Delay
1514,No Delay
1515,No Delay
1516,No Delay
1517,Short Delay
1518,Short Delay
1519,Short Delay
1520,No Delay
1521,Short Delay
1522,Short Delay
1523,Short Delay
1524,Short Delay
1525,No Delay
1526,Short Delay
1527,Short Delay
1528,No Delay
1529,Short Delay
1530,Short Delay
1531,No Delay
1532,Short Delay
1533,No Delay
1534,No Delay
1535,Short Delay
1536,Short Delay
1537,Short Delay
1538,Short Delay
1539,No Delay
1540,No Delay
1541,No Delay
1542,No Delay
1543,No Delay
1544,Short Delay
1545,Short Delay
1546,Short Delay
1547,Short Delay
1548,Short Delay
1549,No Delay
1550,Short Delay
1551,Short Delay
1552,No Delay
1553,Short Delay
1554,No Delay
1555,No Delay
1556,No Delay
1557,No Delay
1558,No Delay
1559,Short Delay
1560,Short Delay
1561,Short Delay
1562,No Delay
1563,Short Delay
1564,Short Delay
1565,Short Delay
1566,Short Delay
1567,Short Delay
1568,No Delay
1569,Short Delay
1570,No Delay
1571,No Delay
1572,Short Delay
1573,Short Delay
1574,Short Delay
1575,No Delay
1576,No Delay
1577,Short Delay
1578,No Delay
1579,No Delay
1580,No Delay
1581,No Delay
1582,Short Delay
1583,No Delay
1584,Short Delay
1585,Short Delay
1586,Short Delay
1587,Short Delay
1588,Short Delay
1589,No Delay
1590,Short Delay
1591,No Delay
1592,Short Delay
1593,Short Delay
1594,Short Delay
1595,Short Delay
1596,No Delay
1597,No Delay
1598,Short Delay
1599,No Delay
1600,No Delay
1601,No Delay
1602,Short Delay
1603,Short Delay
1604,No Delay
1605,Short Delay
1606,Short Delay
1607,Short Delay
1608,Moderate Delay
1609,No Delay
1610,Short Delay
1611,Short Delay
1612,No Delay
1613,Short Delay
1614,Short Delay
1615,No Delay
1616,Short Delay
1617,Short Delay
1618,No Delay
1619,Short Delay
1620,Short Delay
1621,No Delay
1622,No Delay
1623,Short Delay
1624,Short Delay
1625,Moderate Delay
1626,Short Delay
1627,Short Delay
1628,Short Delay
1629,Short Delay
1630,Short Delay
1631,No Delay
1632,Moderate Delay
1633,No Delay
1634,No Delay
1635,No Delay
1636,No Delay
1637,Short Delay
1638,No Delay
1639,Short Delay
1640,Short Delay
1641,Short Delay
1642,Short Delay
1643,Short Delay
1644,Short Delay
1645,No Delay
1646,No Delay
1647,No Delay
1648,Short Delay
1649,Short Delay
1650,Short Delay
1651,Short Delay
1652,No Delay
1653,Short Delay
1654,Short Delay
1655,No Delay
1656,Moderate Delay
1657,No Delay
1658,Short Delay
1659,Short Delay
1660,Short Delay
1661,Short Delay
1662,Short Delay
1663,Short Delay
1664,Short Delay
1665,Short Delay
1666,No Delay
1667,Short Delay
1668,Short Delay
1669,No Delay
1670,Short Delay
1671,Short Delay
1672,No Delay
1673,Short Delay
1674,Short Delay
1675,Short Delay
1676,Short Delay
1677,Short Delay
1678,Short Delay
1679,No Delay
1680,Short Delay
1681,No Delay
1682,Short Delay
1683,Short Delay
1684,No Delay
1685,Short Delay
1686,Short Delay
1687,No Delay
1688,Short Delay
1689,Short Delay
1690,Short Delay
1691,Short Delay
1692,No Delay
1693,No Delay
1694,Short Delay
1695,Short Delay
1696,Short Delay
1697,No Delay
1698,No Delay
1699,Short Delay
1700,No Delay
1701,Short Delay
1702,No Delay
1703,No Delay
1704,Short Delay
1705,No Delay
1706,Short Delay
1707,Short Delay
1708,No Delay
1709,Short Delay
1710,No Delay
1711,No Delay
1712,Short Delay
1713,Short Delay
1714,Short Delay
1715,Short Delay
1716,No Delay
1717,No Delay
1718,No Delay
1719,Short Delay
1720,Short Delay
1721,Short Delay
1722,No Delay
1723,No Delay
1724,No Delay
1725,Short Delay
1726,Short Delay
1727,No Delay
1728,Short Delay
1729,Short Delay
1730,Short Delay
1731,Moderate Delay
1732,Moderate Delay
1733,Short Delay
1734,Short Delay
1735,No Delay
1736,Short Delay
1737,No Delay
1738,Short Delay
1739,Short Delay
1740,Short Delay
1741,No Delay
1742,No Delay
1743,No Delay
1744,Short Delay
1745,Short Delay
1746,Short Delay
1747,Short Delay
1748,Short Delay
1749,Short Delay
1750,Short Delay
1751,Moderate Delay
1752,No Delay
1753,No Delay
1754,No Delay
1755,Short Delay
1756,No Delay
